,Unnamed: 0,Unnamed: 0.1,Datetime,Tweet Id,Text,Username,User Location,Reply Count,Retweet Count,Like Count,Quote Count,Clean Tweet
1526,1078,1078,2021-03-08 18:25:00+00:00,1368991154994315265,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/qdAjZvJcL3",batchelordavis,"Detroit, MI",0,0,0,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
1530,1082,1082,2021-03-08 17:09:38+00:00,1368972188448129024,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/WOClIXAVdl via @NBCNewsTHINK",greenlandhull58,CANADA,0,0,0,0,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink
1533,1085,1085,2021-03-08 15:53:34+00:00,1368953046328295430,Talks begin at Capitol to secure state funding for Jackson water crisis https://t.co/6g8EhK9Ixz,HarTerry,"Maben, Mississippi",0,0,0,0,talks begin at capitol to secure state funding for jackson water crisis 
1534,1086,1086,2021-03-08 15:06:30+00:00,1368941199730618379,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/aj3kpwLLMy",Jamie24272184,"Sheboygan, WI",2,4,5,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
1539,1091,1091,2021-03-08 14:06:18+00:00,1368926049929732099,Jackson Water Crisis: Collective Effort Is Critical To Community Sustainability - https://t.co/HOxte9OtVS https://t.co/dxcTwlPqGH via @PopResistance,daymonjhartley,"Lansing, Michigan",0,0,0,0,jackson water crisis collective effort is critical to community sustainability via popresistance
1540,1092,1092,2021-03-08 13:56:32+00:00,1368923592923246598,Jackson Water Crisis: Collective Effort Is Critical To Community Sustainability - https://t.co/rjHKapfCg3 https://t.co/w6JEzZW5Hy via @PopResistance,OrdellVee,,0,0,1,0,jackson water crisis collective effort is critical to community sustainability via popresistance
1543,1095,1095,2021-03-08 13:11:22+00:00,1368912224379670530,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/dfWHx6LPKX via @NBCNewsTHINK",DamonAndrew,"Washington, DC",0,0,1,0,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink
1545,1097,1097,2021-03-08 12:37:08+00:00,1368903612273950723,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/9vE5HL0Kr2 via @NBCNewsTHINK",ange_patricia,"Florida, USA",0,0,0,0,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink
1552,1104,1104,2021-03-08 08:19:59+00:00,1368838896814071808,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/sSyCv1iRqO",Lbj4Barnett,,0,0,0,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
1556,1108,1108,2021-03-08 03:45:20+00:00,1368769779473870852,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/ivqObP67oi",LilliSawyer17,United States,0,0,0,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
1558,1110,1110,2021-03-08 03:14:21+00:00,1368761980106969088,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/5dfhdPbINc",MyrnaCa01333965,,0,0,1,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
1560,1112,1112,2021-03-08 02:16:23+00:00,1368747392414191624,Jackson Water Crisis: Organizers Critical To Community Sustainability | NewsOne https://t.co/t70BWY7Kg9,preachingterp,"Waldorf, MD",0,0,0,0,jackson water crisis organizers critical to community sustainability newsone 
1562,1114,1114,2021-03-08 01:02:50+00:00,1368728885370773505,"Jackson, Mississippi has a water crisis because our state legislature has a race problem https://t.co/tdru6ReTg2",PJcoco2,"Florida, USA",0,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1563,1115,1115,2021-03-08 01:02:20+00:00,1368728756932771844,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/cQAQwGNi9e via @NBCNewsTHINK",killindvsmalls,"Jackson, MS",0,0,0,0,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink
1564,1116,1116,2021-03-07 23:59:22+00:00,1368712913360392193,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/ywfqiTC0C1",Rcrooks1969,"Boston, MA",0,2,2,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
1566,1118,1118,2021-03-07 23:48:09+00:00,1368710090199535618,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/UX7cDsbyN5 via @NBCNewsTHINK",bookcrossingfan,United States,0,0,0,0,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink
1570,1122,1122,2021-03-07 23:19:58+00:00,1368702998503960577,Jackson Water Crisis: Organizers See Collective Effort As Critical To Community Sustainability https://t.co/DWse0ytYvG,TheWayWithAnoa,"Atlanta, GA",1,22,36,1,jackson water crisis organizers see collective effort as critical to community sustainability 
1573,1125,1125,2021-03-07 22:44:09+00:00,1368693983107506179,Jackson Water Crisis: Organizers See Collective Effort As Critical To Community Sustainability https://t.co/vNyl3n1Wwv,TLaceyC,"Amory, MS, USA",0,0,0,0,jackson water crisis organizers see collective effort as critical to community sustainability 
1576,1128,1128,2021-03-07 22:15:01+00:00,1368686650554003466,Jackson Water Crisis: Collective Effort Is Critical To Community Sustainability https://t.co/7o1uksmUel,jncatron,"Big Apple 🍎, Great Satan 😈",0,0,1,0,jackson water crisis collective effort is critical to community sustainability 
1579,1131,1131,2021-03-07 21:54:53+00:00,1368681586821042176,"Jackson, Mississippi has a water crisis because our state legislature has a race problem https://t.co/LSiViYqQQ1 via @NBCNewsTHINK",kyliecager,,0,0,1,0,jackson mississippi has a water crisis because our state legislature has a race problem via nbcnewsthink
1580,1132,1132,2021-03-07 21:46:37+00:00,1368679503690485761,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/8TVu5q3u6F",AugustaPhifer,,0,0,0,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
1582,1134,1134,2021-03-07 21:31:10+00:00,1368675615793090563,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/7vrEHzRiKU via @NBCNewsTHINK",brown60076,Hell,0,1,1,0,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink
1584,1136,1136,2021-03-07 19:34:39+00:00,1368646293082537990,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/CubRtja2kT via @NBCNewsTHINK",vdavis114,"Clinton, MD",0,0,0,0,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink
1586,1138,1138,2021-03-07 18:57:02+00:00,1368636828291657736,"Jackson, Mississippi, water crisis brings to light long-standing problems in city https://t.co/Hj4vulB4dH via @nbcnews",PwrflBlkween,,0,0,0,0,jackson mississippi water crisis brings to light long standing problems in city via nbcnews
1588,1140,1140,2021-03-07 18:16:19+00:00,1368626581023825921,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/SCBspFHHgt",d_d_jones,,0,0,0,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
1593,1145,1145,2021-03-07 17:20:11+00:00,1368612456994533377,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/ugPPecsVrT via @NBCNewsTHINK",joonsgooz,Los Angeles,0,0,0,0,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink
1594,1146,1146,2021-03-07 17:10:55+00:00,1368610122981867524,"Jackson, Mississippi has a water crisis because our state legislature has a race problem https://t.co/xmOD5dZeXQ",RandySanderz,los Angeles,0,1,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1595,1147,1147,2021-03-07 17:08:04+00:00,1368609404971520004,Jackson Water Crisis: Organizers See Collective Effort As Critical To Community Sustainability https://t.co/ulHihuTEYk,jayauna,,0,0,0,0,jackson water crisis organizers see collective effort as critical to community sustainability 
1602,1154,1154,2021-03-07 16:41:03+00:00,1368602608378740739,"The Jackson Water Crisis: Decades Of Disrepair, Disinvestment Frustrate Efforts To Restore Service In Mississippi https://t.co/mY0tWVxXfK",blackstar1ne,,0,0,0,0,the jackson water crisis decades of disrepair disinvestment frustrate efforts to restore service in mississippi 
1603,1155,1155,2021-03-07 16:36:49+00:00,1368601541381414918,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/dj71JYHW0B via @NBCNewsTHINK",Lnewman16Lee,"Madison, WI",0,0,0,0,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink
1605,1157,1157,2021-03-07 16:32:37+00:00,1368600485117140995,Jackson Water Crisis: Organizers See Collective Effort As Critical To Community Sustainability https://t.co/T7AfIopdOO,Hudson21L,,0,0,0,0,jackson water crisis organizers see collective effort as critical to community sustainability 
1606,1158,1158,2021-03-07 16:29:58+00:00,1368599815966359560,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/BcROpMXnYB via @NBCNewsTHINK",CeeJayT07381069,,0,0,0,0,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink
1607,1159,1159,2021-03-07 16:27:06+00:00,1368599094365626370,"Jackson, Mississippi has a water crisis because our state legislature has a race problem https://t.co/87MOM028T9",Kathryn24498120,,0,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1608,1160,1160,2021-03-07 16:24:20+00:00,1368598398379712514,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/B8c8yIgLIh",Dewd55,,0,0,0,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
1611,1163,1163,2021-03-07 16:16:41+00:00,1368596475207356424,"We keep us safe.

And right now, Jackson, Mississippi needs extra attention. Three weeks in a water crisis. That’s three weeks too long. And since 80% of residents are Black, government and media don’t care.

https://t.co/31Mmz69Kza",BLivesMatterMS,"Hattiesburg, Mississippi",0,2,1,0,we keep us safe and right now jackson mississippi needs extra attention three weeks in a water crisis that s three weeks too long and since  of residents are black government and media don t care 
1612,1164,1164,2021-03-07 15:55:35+00:00,1368591166346780675,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/Cw17iaJXlW via @NBCNewsTHINK",jonathandscott,,0,0,1,0,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink
1613,1165,1165,2021-03-07 15:37:22+00:00,1368586581863505921,"Jackson, Mississippi has a water crisis because our state legislature has a race problem https://t.co/B1AFaKt1vF",MoonDunIt,Shady Oaks! Mississippi,1,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1614,1166,1166,2021-03-07 15:25:07+00:00,1368583497376534532,Talks begin at Capitol to secure state funding for Jackson water crisis https://t.co/IPq3eaaMEX,tommytatumnews,Washington County Mississippi,0,0,1,1,talks begin at capitol to secure state funding for jackson water crisis 
1617,1169,1169,2021-03-07 14:48:50+00:00,1368574364388634624,"Jackson, Mississippi has a water crisis because our state legislature has a race problem https://t.co/K8YBVvrX0f",MochaMama42,"Atlanta, GA ",0,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1621,1173,1173,2021-03-07 14:44:10+00:00,1368573190579118086,"Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/UCZ0GbyQGj",VoteBlue4Us,United States,0,0,2,0,racism caused the water crisis in jackson mississippi as much as the weather did 
1626,1178,1178,2021-03-07 14:21:07+00:00,1368567390242549764,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/AdJn2ZnKZw via @NBCNewsTHINK",_dmac14,The Old North State,0,0,0,0,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink
1628,1180,1180,2021-03-07 14:04:24+00:00,1368563182676045833,"Jackson, Mississippi has a water crisis because our state legislature has a race problem https://t.co/LvZDaD0YtX",Brya42157922Sue,"Washington, USA",0,1,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1633,1185,1185,2021-03-07 13:25:32+00:00,1368553404432146436,"The water crisis in Jackson, Mississippi is the end result of the state's racism https://t.co/4y3oldTShs",courageousgirl2,,0,3,6,0,the water crisis in jackson mississippi is the end result of the state s racism 
1636,1188,1188,2021-03-07 12:03:00+00:00,1368532633244885036,"Jackson, Mississippi has a water crisis because our state legislature has a race problem https://t.co/ZdE9naw6dh",SawyerPoe,"Uxbridge, MA ",0,0,1,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1637,1189,1189,2021-03-07 11:41:28+00:00,1368527215315492868,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/FFVtYkuxlD",hautahbuhgee,korea,0,0,0,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
1638,1190,1190,2021-03-07 11:26:00+00:00,1368523321160183809,"Jackson, Mississippi has a water crisis because our state legislature has a race problem

https://t.co/HG2WothYVw",solm,Altitude: 300 meters,0,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1639,1191,1191,2021-03-07 09:12:52+00:00,1368489818238447617,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/JjtOa01dEp",BooberryCupcake,,0,0,0,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
1642,1194,1194,2021-03-07 07:01:01+00:00,1368456636948504584,Jackson Water Crisis: Organizers See Collective Effort As Critical To Community Sustainability https://t.co/QibDpFWdru,BMDaily1,,0,0,0,0,jackson water crisis organizers see collective effort as critical to community sustainability 
1643,1195,1195,2021-03-07 06:58:55+00:00,1368456108495400966,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/3EnJL6JBFx",Apostleg180,,0,0,0,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
1647,1199,1199,2021-03-07 05:40:00+00:00,1368436248310915079,"Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/WFoMGfEgom",deadceleb,,0,0,0,0,racism caused the water crisis in jackson mississippi as much as the weather did 
1650,1202,1202,2021-03-07 05:26:32+00:00,1368432858361073679,"Jackson, Mississippi, water crisis brings to light long-standing problems in city

https://t.co/zEqk7UXZwB https://t.co/q3fppw1DPp",gemluvr257,"Washington, USA",0,0,0,0,jackson mississippi water crisis brings to light long standing problems in city 
1652,1204,1204,2021-03-07 05:19:35+00:00,1368431108140982272,"The water crisis in Jackson, Mississippi is the end result of the state's racism https://t.co/wtHcs8qHMr",crvaughn1368,"Atlanta, GA",0,1,1,0,the water crisis in jackson mississippi is the end result of the state s racism 
1654,1206,1206,2021-03-07 04:32:46+00:00,1368419329734230020,"Jackson, Mississippi has a water crisis because our state legislature has a race problem https://t.co/AumsfQ8wjL",bfred34,"Bridgewater, MA",0,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1655,1207,1207,2021-03-07 03:29:43+00:00,1368403462908743680,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/Cb5omJPSyU",Zepex1,Pa,0,0,0,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
1657,1209,1209,2021-03-07 03:14:17+00:00,1368399578731544580,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/uu3P6JqeW2 via @NBCNewsTHINK",GoogeliArt,Norway,0,0,0,0,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink
1658,1210,1210,2021-03-07 03:10:03+00:00,1368398513239949316,"Jackson, Mississippi has a water crisis because our state legislature has a race problem https://t.co/rtXz2WwPMD",thespook97,los angeles,0,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1659,1211,1211,2021-03-07 02:56:49+00:00,1368395183340085248,"Jackson, Mississippi has a water crisis because our state legislature has a race problem

https://t.co/pWrvLK3EyU",Angelaxg5504,"North Carolina, USA",0,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1660,1212,1212,2021-03-07 02:56:23+00:00,1368395072883093506,"The Jackson Water Crisis: Decades Of Disrepair, Disinvestment Frustrate Efforts To Restore Service In Mississippi https://t.co/mY0tWVxXfK",blackstar1ne,,0,0,0,0,the jackson water crisis decades of disrepair disinvestment frustrate efforts to restore service in mississippi 
1663,1215,1215,2021-03-07 02:14:28+00:00,1368384524665688066,"Jackson, Mississippi has a water crisis because our state legislature has a race problem https://t.co/rIMBfNgNIE via @NBCNewsTHINK",reyjmolares,W. Palm Beach FL/Canada,0,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem via nbcnewsthink
1665,1217,1217,2021-03-07 01:42:30+00:00,1368376479336251397,"Jackson, Mississippi has a water crisis because our state legislature has a race problem

https://t.co/qoDZYb68am",Illuminati2626,Dominican Republic,0,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1668,1220,1220,2021-03-07 01:32:12+00:00,1368373886274789378,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/H33EGJZrfr",michelleprice,San Diego,0,0,0,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
1669,1221,1221,2021-03-07 01:25:22+00:00,1368372165880524809,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/hAVCL1JSYQ via @NBCNewsTHINK",Wish2sail,,0,0,0,0,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink
1670,1222,1222,2021-03-07 01:21:50+00:00,1368371279481294849,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/gLHUqbUiYM via @NBCNewsTHINK",audreyLeff,,0,1,0,0,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink
1673,1225,1225,2021-03-07 01:10:08+00:00,1368368334056603656,Deion Sanders said JSU win at Grambling State was for city of Jackson amid water crisis https://t.co/o4y60NNlcD,clarionledger,"Jackson, Mississippi",0,0,9,0,deion sanders said jsu win at grambling state was for city of jackson amid water crisis 
1675,1227,1227,2021-03-07 01:05:33+00:00,1368367180484608005,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/dj7iwF4lqk",BladeX2009,"Virginia, USA",0,0,0,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
1676,1228,1228,2021-03-07 00:53:33+00:00,1368364161290227712,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/UupcQDApwT via @NBCNewsTHINK",infomorsels,Seattle Washington,0,0,0,0,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink
1678,1230,1230,2021-03-07 00:30:18+00:00,1368358309154222082,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/TI5nR58fsz via @NBCNewsTHINK",CyntShadyW,"Far Rockaway, NY",0,0,0,0,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink
1680,1232,1232,2021-03-07 00:12:11+00:00,1368353748196659200,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/DwPFzlDfnb",MaxineSykes,,0,3,3,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
1681,1233,1233,2021-03-07 00:03:17+00:00,1368351508732014593,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/wCLLc7oiUc",GrannyKnowsBes2,,0,0,0,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
1682,1234,1234,2021-03-06 23:50:49+00:00,1368348371510063113,"Jackson, Mississippi has a water crisis because our state legislature has a race problem

https://t.co/f979natK6D",DougWise9,DFW Texas,0,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1684,1236,1236,2021-03-06 23:45:39+00:00,1368347072802529286,"Jackson, Mississippi has a water crisis because our state legislature has a race problem

https://t.co/B4nuHTjMYT",TalkingAboutTh4,"New York, USA",0,0,1,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1685,1237,1237,2021-03-06 23:34:06+00:00,1368344166648995849,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/rS8ui8sgFy via @NBCNewsTHINK",constitutionsue,USA,0,0,0,0,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink
1687,1239,1239,2021-03-06 23:23:43+00:00,1368341552221806592,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/uoyEs5QW60",Hapjamlaw,"Asheville, North Carolina",0,0,0,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
1688,1240,1240,2021-03-06 23:15:13+00:00,1368339412413726726,"Opinion | Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/p1fFHJDfoU via @NBCNewsTHINK",KCJJ,"Iowa City, IA",0,0,1,0,opinion racism caused the water crisis in jackson mississippi as much as the weather did via nbcnewsthink
1694,1246,1246,2021-03-06 22:37:22+00:00,1368329890466951168,"Jackson, Mississippi has a water crisis because our state legislature has a race problem https://t.co/CDMe8YcuK1",MotherOfMen_,,0,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1696,1248,1248,2021-03-06 22:27:56+00:00,1368327513840246790,"Jackson, Mississippi has a water crisis because our state legislature has a race problem https://t.co/6W5eqHDcDx",BlkProOrator,United States,0,1,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1698,1250,1250,2021-03-06 22:12:15+00:00,1368323569781010434,"Jackson, Mississippi has a water crisis because our state legislature has a race problem https://t.co/Ga6ZQ0Z2qo",umanoid,Trumpsylvania,0,3,3,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1702,1254,1254,2021-03-06 21:25:32+00:00,1368311811548704769,"Jackson, Mississippi has a water crisis because our state legislature has a race problem https://t.co/2FZ8wx5bVZ via @NBCNewsTHINK",Fiorentina5,,0,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem via nbcnewsthink
1704,1256,1256,2021-03-06 20:57:46+00:00,1368304825746784258,"Jackson, Mississippi Water Crisis https://t.co/skUFHi6jQh",Kristenb23,Lawrence KS ,0,0,0,0,jackson mississippi water crisis 
1705,1257,1257,2021-03-06 20:54:25+00:00,1368303980468637697,"Jackson, Mississippi has a water crisis because our state legislature has a race problem

https://t.co/t8LmE8chFi",wilderside,"long island, new york",0,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1706,1258,1258,2021-03-06 20:35:09+00:00,1368299130578083840,"The water crisis in Jackson, Mississippi is the end result of the state's racism https://t.co/KVhBd0DJ2g",O19928734,,0,0,1,0,the water crisis in jackson mississippi is the end result of the state s racism 
1708,1260,1260,2021-03-06 20:10:17+00:00,1368292872890548227,"Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/tZfuYC0GwM",vernaschertz,,0,0,0,0,racism caused the water crisis in jackson mississippi as much as the weather did 
1710,1262,1262,2021-03-06 19:55:03+00:00,1368289042308210694,"The water crisis in Jackson, Mississippi is the end result of the state's racism https://t.co/WU4181e8dG",etcpolitics,"Kingwood,Tx ",0,0,0,0,the water crisis in jackson mississippi is the end result of the state s racism 
1711,1263,1263,2021-03-06 19:47:04+00:00,1368287032888467459,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/nkGcs183AG",ILinBailey,,0,0,0,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
1713,1265,1265,2021-03-06 19:41:35+00:00,1368285651108565000,"Jackson, Mississippi Water Crisis https://t.co/TbkWugDEie",uncleabortion,they/he,0,0,0,0,jackson mississippi water crisis 
1714,1266,1266,2021-03-06 19:41:06+00:00,1368285529675030532,"Jackson, Mississippi has a water crisis because our state legislature has a race problem #SmartNews  https://t.co/bNLQWPueQr",drpatsyp,Houston,0,1,3,0,jackson mississippi has a water crisis because our state legislature has a race problem smartnews 
1715,1267,1267,2021-03-06 19:35:16+00:00,1368284061949513729,"Jackson, Mississippi has a water crisis because our state legislature has a race problem

https://t.co/VcMFDRpSXN",Turpini,"San Jose, California",0,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1716,1268,1268,2021-03-06 19:29:08+00:00,1368282519137890304,"Jackson, Mississippi has a water crisis because our state legislature has a race problem

https://t.co/GOZjYexmiS",led_von,Where Least Expected,0,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1717,1269,1269,2021-03-06 19:24:07+00:00,1368281256836882433,"Jackson, Mississippi has a water crisis because our state legislature has a race problem https://t.co/Dhc4R4zkht",thejossgroup,United States,0,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1718,1270,1270,2021-03-06 19:19:41+00:00,1368280139923128326,"The water crisis in Jackson, Mississippi is the end result of the state's racism https://t.co/lFMUpzAgKv",Ruth85306081,United States,0,0,0,0,the water crisis in jackson mississippi is the end result of the state s racism 
1721,1273,1273,2021-03-06 18:57:35+00:00,1368274578447896576,"Jackson, Mississippi has a water crisis because our state legislature has a race problem https://t.co/BO3WaxIkVp via @NBCNewsTHINK",ElkeHollings,,0,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem via nbcnewsthink
1723,1275,1275,2021-03-06 18:46:20+00:00,1368271748391702531,"Jackson, Mississippi Water Crisis https://t.co/KWhngvr53D",leahhboykin,,0,0,0,0,jackson mississippi water crisis 
1724,1276,1276,2021-03-06 18:40:47+00:00,1368270350002307075,"Jackson, Mississippi Water Crisis https://t.co/O2TvDCHbQY",TrishaaHarrison,she/her,0,1,1,0,jackson mississippi water crisis 
1725,1277,1277,2021-03-06 18:35:31+00:00,1368269026871414791,"Jackson, Mississippi has a water crisis because our state legislature has a race problem

https://t.co/A3JLInz19i",wgarcia1120,"Pennsylvania, USA",0,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1726,1278,1278,2021-03-06 18:32:09+00:00,1368268178586038275,"Jackson, Mississippi has a water crisis because our state legislature has a race problem https://t.co/9WahmbO9Qi",KentWillisMD,"Birmingham, AL",0,1,1,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1728,1280,1280,2021-03-06 18:25:55+00:00,1368266611434676225,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/ZXk2mNG1OV",doewilliams30,,0,0,0,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
1730,1282,1282,2021-03-06 18:19:41+00:00,1368265040462241794,"Jackson, Mississippi has a water crisis because our state legislature has a race problem

https://t.co/VorFDvUK1j",TCRight1,,0,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1731,1283,1283,2021-03-06 18:18:51+00:00,1368264832659636229,"Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/PjsXMhFfLS",morrowland,My ringtone? Play video at...,0,0,0,0,racism caused the water crisis in jackson mississippi as much as the weather did 
1734,1286,1286,2021-03-06 18:11:27+00:00,1368262970292207617,"Racism caused the water crisis in Jackson, Mississippi as much as the weather did https://t.co/j0Kg2fiKq4",ChampionBan,"Mississippi, USA",0,0,0,0,racism caused the water crisis in jackson mississippi as much as the weather did 
1735,1287,1287,2021-03-06 18:11:18+00:00,1368262932069498882,"Jackson, Mississippi has a water crisis because our state legislature has a race problem

https://t.co/o9g69uOv9V",SrJacques,"Cleveland, Ohio, U.S.A",0,0,0,0,jackson mississippi has a water crisis because our state legislature has a race problem 
1737,1289,1289,2021-03-06 18:07:12+00:00,1368261901214420993,"Opinion | Jackson, Mississippi has a water crisis because our state legislature has a race problem - NBC News https://t.co/ZxSTT1uP6A",DrDavidHabbel,NY,0,0,0,0,opinion jackson mississippi has a water crisis because our state legislature has a race problem nbc news 
